PUNKT;SSID;BSS;RSSI;KANAL
2.01_N;eduroam;22:E8:29:EE:32:54;-89;36
2.01_N;HFU Guest;18:E8:29:EE:04:5B;-81;40
2.01_N;eduroam;7E:83:C2:18:6E:93;-86;44
2.01_N;HFU Open;76:83:C2:35:65:4D;-87;36
2.01_N;HFU Guest;E0:63:DA:81:57:07;-90;1
2.01_N;HFU Open;82:83:C2:18:6C:AF;-86;48
2.01_N;eduroam;22:E8:29:ED:30:6E;-80;11
2.01_N;eduroam;E2:63:DA:A1:57:07;-90;1
2.01_N;HFU Guest;E0:63:DA:81:57:08;-82;48
2.01_N;eduroam;22:E8:29:EE:32:C7;-86;36
2.01_N;HFU Guest;74:83:C2:75:65:4D;-87;36
2.01_N;HFU Guest;78:8A:20:0A:F2:62;-90;48
2.01_N;eduroam;E2:63:DA:A1:57:08;-88;48
2.01_N;HFU Guest;18:E8:29:EE:2F:EA;-79;48
2.01_N;HFU Open;26:E8:29:ED:30:A7;-77;1
2.01_N;eduroam;7E:83:C2:18:6C:AF;-86;48
2.01_N;HFU Guest;74:83:C2:18:72:63;-81;40
2.01_N;eduroam;E2:63:DA:A1:63:08;-83;44
2.01_N;HFU Open;26:E8:29:EE:30:6E;-83;36
2.01_N;HFU Open;26:E8:29:EE:04:5B;-87;40
2.01_N;HFU Guest;18:E8:29:EE:30:A7;-80;40
2.01_N;HFU Guest;74:83:C2:18:6F:EF;-78;44
2.01_N;HFU Open;82:83:C2:18:6F:F0;-72;1
2.01_N;HFU Guest;18:E8:29:EE:34:1B;-71;48
2.01_N;HFU Guest;18:E8:29:EE:32:54;-85;36
2.01_N;HFU Open;E2:63:DA:B1:57:07;-90;1
2.01_N;HFU Guest;74:83:C2:18:6C:B0;-82;11
2.01_N;HFU Open;E2:63:DA:B1:57:08;-88;48
2.01_N;eduroam;7E:83:C2:18:6F:F0;-72;1
2.01_N;HFU Guest;18:E8:29:ED:30:6E;-80;11
2.01_N;HFU Guest;74:83:C2:18:6E:93;-88;44
2.01_N;eduroam;22:E8:29:EE:30:6E;-82;36
2.01_N;HFU Guest;18:E8:29:EE:32:C7;-86;36
2.01_N;HFU Open;86:8A:20:0A:F2:62;-89;48
2.01_N;eduroam;22:E8:29:EE:04:5B;-88;40
2.01_N;HFU Open;26:E8:29:EE:2F:EA;-79;48
2.01_N;HFU Guest;74:83:C2:18:6E:94;-84;11
2.01_N;HFU Open;86:8A:20:0A:F2:63;-86;11
2.01_N;HFU Open;82:83:C2:18:72:63;-89;40
2.01_N;eduroam;7E:83:C2:18:6D:23;-90;40
2.01_N;HFU Open;26:E8:29:EE:30:A7;-80;40
2.01_N;HFU Open;82:83:C2:18:6F:EF;-78;44
2.01_N;HFU Open;26:E8:29:EE:34:1B;-71;48
2.01_N;HFU Open;26:E8:29:EE:32:54;-90;36
2.01_N;HFU Guest;74:83:C2:18:6C:AF;-86;48
2.01_N;HFU Open;82:83:C2:18:6C:B0;-80;11
2.01_N;eduroam;7E:83:C2:18:72:63;-87;40
2.01_N;eduroam;82:8A:20:0A:F2:62;-91;48
2.01_N;eduroam;76:83:C2:25:65:4D;-85;36
2.01_N;eduroam;22:E8:29:EE:2F:EA;-79;48
2.01_N;eduroam;7E:83:C2:18:6F:EF;-78;44
2.01_N;HFU Open;26:E8:29:ED:30:6E;-80;11
2.01_N;eduroam;22:E8:29:EE:30:A7;-80;40
2.01_N;eduroam;7E:83:C2:18:6C:B0;-80;11
2.01_N;HFU Open;26:E8:29:EE:32:C7;-87;36
2.01_N;eduroam;22:E8:29:EE:34:1B;-72;48
2.01_N;HFU Open;C2:FB:E4:4D:13:20;-86;11
2.01_O;HFU Guest;18:E8:29:EE:30:6E;-84;36
2.01_O;eduroam;22:E8:29:EE:32:54;-87;36
2.01_O;HFU Guest;18:E8:29:EE:04:5B;-82;40
2.01_O;HFU Open;76:83:C2:35:65:4C;-89;6
2.01_O;eduroam;BE:FB:E4:4D:13:20;-86;11
2.01_O;HFU Guest;E0:63:DA:81:57:07;-88;1
2.01_O;eduroam;22:E8:29:ED:30:6E;-83;11
2.01_O;HFU Open;82:83:C2:18:6C:AF;-86;48
2.01_O;HFU Guest;74:83:C2:18:6D:24;-91;1
2.01_O;HFU Open;26:E8:29:ED:30:A7;-84;1
2.01_O;HFU Guest;18:E8:29:EE:2F:EA;-84;48
2.01_O;HFU Open;26:E8:29:ED:34:1B;-66;6
2.01_O;eduroam;7E:83:C2:18:6C:AF;-85;48
2.01_O;HFU Guest;18:E8:29:EE:30:A7;-80;40
2.01_O;HFU Open;26:E8:29:EE:04:5B;-82;40
2.01_O;HFU Open;26:E8:29:EE:30:6E;-83;36
2.01_O;HFU Guest;74:83:C2:18:6F:EF;-82;44
2.01_O;HFU Guest;18:E8:29:EE:34:1B;-74;48
2.01_O;eduroam;22:E8:29:ED:2F:EA;-80;6
2.01_O;HFU Guest;18:E8:29:EE:32:54;-87;36
2.01_O;HFU Guest;74:83:C2:18:6C:B0;-79;11
2.01_O;eduroam;22:E8:29:ED:30:A7;-83;1
2.01_O;eduroam;22:E8:29:ED:34:1B;-73;6
2.01_O;eduroam;7E:83:C2:18:6F:F0;-77;1
2.01_O;HFU Guest;18:E8:29:ED:30:6E;-84;11
2.01_O;eduroam;22:E8:29:ED:32:54;-79;6
2.01_O;HFU Open;82:83:C2:18:6D:24;-90;1
2.01_O;eduroam;22:E8:29:EE:30:6E;-80;36
2.01_O;eduroam;22:E8:29:EE:04:5B;-82;40
2.01_O;HFU Open;26:E8:29:EE:2F:EA;-84;48
2.01_O;HFU Guest;B4:FB:E4:4D:13:20;-87;11
2.01_O;HFU Open;26:E8:29:EE:30:A7;-80;40
2.01_O;HFU Open;82:83:C2:18:6F:EF;-81;44
2.01_O;HFU Open;26:E8:29:EE:34:1B;-74;48
2.01_O;HFU Open;26:E8:29:EE:32:54;-86;36
2.01_O;eduroam;76:83:C2:25:65:4C;-89;6
2.01_O;HFU Guest;74:83:C2:18:6C:AF;-84;48
2.01_O;HFU Open;82:83:C2:18:6C:B0;-86;11
2.01_O;eduroam;22:E8:29:EE:2F:EA;-84;48
2.01_O;eduroam;7E:83:C2:18:6F:EF;-81;44
2.01_O;HFU Guest;18:E8:29:ED:30:A7;-84;1
2.01_O;HFU Open;26:E8:29:ED:30:6E;-84;11
2.01_O;eduroam;22:E8:29:EE:30:A7;-80;40
2.01_O;eduroam;22:E8:29:EE:34:1B;-73;48
2.01_O;HFU Open;C2:FB:E4:4D:13:20;-86;11
2.01_O;HFU Open;82:83:C2:18:6E:94;-86;11
2.01_S;HFU Guest;18:E8:29:EE:30:6E;-89;36
2.01_S;eduroam;22:E8:29:EE:32:54;-88;36
2.01_S;HFU Guest;18:E8:29:EE:04:5B;-85;40
2.01_S;HFU Guest;74:83:C2:18:6F:F0;-73;1
2.01_S;eduroam;7E:83:C2:18:6E:93;-88;44
2.01_S;HFU Guest;74:83:C2:75:65:4C;-86;6
2.01_S;HFU Guest;E0:63:DA:81:57:07;-90;1
2.01_S;HFU Open;82:83:C2:18:6C:AF;-88;48
2.01_S;eduroam;E2:63:DA:A1:57:07;-90;1
2.01_S;HFU Open;26:E8:29:ED:30:A7;-84;1
2.01_S;eduroam;E2:63:DA:A1:57:08;-88;48
2.01_S;HFU Guest;18:E8:29:EE:2F:EA;-83;48
2.01_S;HFU Open;26:E8:29:ED:34:1B;-75;6
2.01_S;eduroam;7E:83:C2:18:6C:AF;-87;48
2.01_S;HFU Guest;18:E8:29:EE:30:A7;-85;40
2.01_S;HFU Open;26:E8:29:EE:04:5B;-86;40
2.01_S;HFU Open;26:E8:29:EE:30:6E;-80;36
2.01_S;HFU Guest;74:83:C2:18:6F:EF;-87;44
2.01_S;HFU Open;82:83:C2:18:6F:F0;-74;1
2.01_S;HFU Guest;18:E8:29:EE:34:1B;-69;48
2.01_S;HFU Guest;18:E8:29:EE:32:54;-89;36
2.01_S;HFU Open;E2:63:DA:B1:57:07;-90;1
2.01_S;eduroam;22:E8:29:ED:30:A7;-84;1
2.01_S;eduroam;22:E8:29:ED:34:1B;-75;6
2.01_S;eduroam;7E:83:C2:18:6F:F0;-74;1
2.01_S;HFU Guest;74:83:C2:18:6E:93;-88;44
2.01_S;eduroam;22:E8:29:EE:30:6E;-88;36
2.01_S;eduroam;22:E8:29:EE:04:5B;-85;40
2.01_S;HFU Open;26:E8:29:EE:2F:EA;-83;48
2.01_S;HFU Guest;B4:FB:E4:4D:13:20;-93;11
2.01_S;HFU Open;86:8A:20:0A:F2:63;-83;11
2.01_S;HFU Open;26:E8:29:EE:30:A7;-85;40
2.01_S;HFU Open;82:83:C2:18:6F:EF;-87;44
2.01_S;HFU Open;26:E8:29:EE:34:1B;-69;48
2.01_S;HFU Open;26:E8:29:EE:32:54;-89;36
2.01_S;eduroam;76:83:C2:25:65:4C;-87;6
2.01_S;HFU Guest;18:E8:29:ED:2F:EA;-87;6
2.01_S;eduroam;22:E8:29:EE:2F:EA;-84;48
2.01_S;eduroam;7E:83:C2:18:6F:EF;-86;44
2.01_S;HFU Guest;18:E8:29:ED:30:A7;-84;1
2.01_S;HFU Guest;18:E8:29:ED:34:1B;-70;6
2.01_S;eduroam;22:E8:29:EE:30:A7;-86;40
2.01_S;eduroam;22:E8:29:EE:34:1B;-70;48
2.01_W;HFU Guest;18:E8:29:EE:30:6E;-88;36
2.01_W;eduroam;22:E8:29:EE:32:54;-90;36
2.01_W;HFU Guest;18:E8:29:EE:04:5B;-87;40
2.01_W;HFU Guest;74:83:C2:18:6F:F0;-74;1
2.01_W;HFU Guest;E0:63:DA:81:57:07;-92;1
2.01_W;HFU Open;82:83:C2:18:6C:AF;-89;48
2.01_W;eduroam;22:E8:29:ED:04:5B;-88;1
2.01_W;eduroam;E2:63:DA:A1:57:07;-91;1
2.01_W;HFU Open;26:E8:29:ED:30:A7;-81;1
2.01_W;eduroam;E2:63:DA:A1:57:08;-88;48
2.01_W;HFU Guest;18:E8:29:EE:2F:EA;-89;48
2.01_W;eduroam;7E:83:C2:18:6C:AF;-89;48
2.01_W;HFU Guest;78:8A:20:0A:F2:63;-86;11
2.01_W;HFU Open;26:E8:29:ED:32:54;-79;6
2.01_W;HFU Guest;18:E8:29:EE:30:A7;-88;40
2.01_W;HFU Open;26:E8:29:EE:30:6E;-87;36
2.01_W;HFU Open;26:E8:29:EE:04:5B;-88;40
2.01_W;HFU Guest;18:E8:29:EE:34:1B;-85;48
2.01_W;HFU Guest;74:83:C2:18:6F:EF;-86;44
2.01_W;HFU Open;82:83:C2:18:6F:F0;-74;1
2.01_W;HFU Open;E2:63:DA:B1:57:07;-91;1
2.01_W;HFU Open;C2:FB:E4:4E:13:20;-86;44
2.01_W;eduroam;22:E8:29:ED:30:A7;-81;1
2.01_W;eduroam;7E:83:C2:18:6F:F0;-75;1
2.01_W;HFU Guest;18:E8:29:ED:30:6E;-80;11
2.01_W;eduroam;22:E8:29:EE:30:6E;-88;36
2.01_W;HFU Open;82:83:C2:18:6D:24;-92;1
2.01_W;eduroam;22:E8:29:EE:04:5B;-88;40
2.01_W;HFU Open;26:E8:29:EE:2F:EA;-89;48
2.01_W;HFU Open;86:8A:20:0A:F2:63;-83;11
2.01_W;HFU Open;26:E8:29:EE:30:A7;-87;40
2.01_W;HFU Open;26:E8:29:EE:34:1B;-84;48
2.01_W;HFU Open;82:83:C2:18:6F:EF;-87;44
2.01_W;HFU Guest;74:83:C2:18:6C:AF;-89;48
2.01_W;eduroam;22:E8:29:EE:2F:EA;-89;48
2.01_W;eduroam;7E:83:C2:18:6F:EF;-86;44
2.01_W;HFU Guest;18:E8:29:ED:30:A7;-83;1
2.01_W;HFU Guest;18:E8:29:ED:34:1B;-70;6
2.01_W;eduroam;22:E8:29:EE:30:A7;-89;40
2.01_W;eduroam;22:E8:29:EE:34:1B;-78;48
2.02_S;HFU Guest;E0:63:DA:81:57:07;-87;1
2.02_S;HFU Guest;E0:63:DA:81:57:07;-87;1
2.02_S;eduroam;7E:83:C2:18:6E:93;-87;44
2.02_S;HFU Open;26:E8:29:ED:34:1B;-80;6
2.02_S;HFU Open;26:E8:29:ED:34:1B;-79;6
2.02_S;HFU Open;82:83:C2:18:6C:B0;-80;11
2.02_S;HFU Open;82:83:C2:18:6C:B0;-81;11
2.02_S;HFU Open;82:83:C2:18:6E:94;-78;11
2.02_S;HFU Open;82:83:C2:18:6E:94;-80;11
2.02_S;HFU Open;26:E8:29:EE:34:1B;-83;48
2.02_S;HFU Open;26:E8:29:EE:34:1B;-85;48
2.02_S;eduroam;76:83:C2:25:65:4D;-91;36
2.02_S;eduroam;76:83:C2:25:65:4D;-91;36
2.02_S;HFU Guest;18:E8:29:ED:30:6E;-77;11
2.02_S;HFU Guest;18:E8:29:ED:30:6E;-76;11
2.02_S;HFU Guest;18:E8:29:EE:30:6E;-83;36
2.02_S;HFU Guest;18:E8:29:EE:30:6E;-83;36
2.02_S;eduroam;22:E8:29:ED:30:6E;-77;11
2.02_S;eduroam;22:E8:29:ED:30:6E;-76;11
2.02_S;HFU Open;26:E8:29:EE:2E:85;-87;36
2.02_S;HFU Open;82:83:C2:18:6C:AF;-86;48
2.02_S;HFU Open;82:83:C2:18:6C:AF;-87;48
2.02_S;eduroam;22:E8:29:EE:30:6E;-81;36
2.02_S;eduroam;22:E8:29:EE:30:6E;-83;36
2.02_S;HFU Open;82:83:C2:18:72:63;-87;40
2.02_S;HFU Open;82:83:C2:18:72:63;-87;40
2.02_S;eduroam;7E:83:C2:18:6C:B0;-80;11
2.02_S;eduroam;7E:83:C2:18:6C:B0;-80;11
2.02_S;HFU Open;82:83:C2:18:6D:24;-91;1
2.02_S;HFU Open;82:83:C2:18:6D:24;-91;1
2.02_S;HFU Open;86:8A:20:0A:F2:63;-87;11
2.02_S;HFU Open;86:8A:20:0A:F2:63;-87;11
2.02_S;eduroam;7E:83:C2:18:6E:94;-76;11
2.02_S;eduroam;7E:83:C2:18:6E:94;-80;11
2.02_S;HFU Open;82:83:C2:18:6F:F0;-65;1
2.02_S;HFU Open;82:83:C2:18:6F:F0;-67;1
2.02_S;HFU Guest;18:E8:29:ED:30:A7;-81;1
2.02_S;HFU Guest;18:E8:29:ED:30:A7;-81;1
2.02_S;HFU Guest;74:83:C2:18:6E:93;-87;44
2.02_S;HFU Guest;18:E8:29:EE:30:A7;-79;40
2.02_S;HFU Guest;18:E8:29:EE:30:A7;-80;40
2.02_S;HFU Open;26:E8:29:ED:2F:EA;-81;6
2.02_S;HFU Open;26:E8:29:ED:2F:EA;-83;6
2.02_S;eduroam;22:E8:29:ED:30:A7;-76;1
2.02_S;HFU Open;26:E8:29:ED:32:54;-82;6
2.02_S;HFU Open;26:E8:29:ED:32:54;-81;6
2.02_S;HFU Open;26:E8:29:EE:2F:EA;-83;48
2.02_S;HFU Open;26:E8:29:EE:2F:EA;-82;48
2.02_S;HFU Open;26:E8:29:ED:04:5B;-85;1
2.02_S;HFU Open;26:E8:29:ED:04:5B;-85;1
2.02_S;eduroam;22:E8:29:EE:30:A7;-79;40
2.02_S;eduroam;22:E8:29:EE:30:A7;-80;40
2.02_S;HFU Open;26:E8:29:EE:04:5B;-86;40
2.02_S;HFU Open;26:E8:29:EE:04:5B;-86;40
2.02_S;HFU Open;26:E8:29:EE:32:54;-88;36
2.02_S;eduroam;7E:83:C2:18:6C:AF;-86;48
2.02_S;eduroam;7E:83:C2:18:6C:AF;-87;48
2.02_S;HFU Open;82:83:C2:18:6F:EF;-77;44
2.02_S;HFU Open;82:83:C2:18:6F:EF;-81;44
2.02_S;eduroam;7E:83:C2:18:72:63;-89;40
2.02_S;eduroam;7E:83:C2:18:72:63;-88;40
2.02_S;eduroam;7E:83:C2:18:6D:24;-89;1
2.02_S;eduroam;7E:83:C2:18:6D:24;-89;1
2.02_S;eduroam;7E:83:C2:18:6F:F0;-65;1
2.02_S;eduroam;7E:83:C2:18:6F:F0;-67;1
2.02_S;HFU Guest;74:83:C2:18:6E:94;-79;11
2.02_S;HFU Guest;74:83:C2:18:6E:94;-80;11
2.02_S;HFU Guest;74:83:C2:18:6C:B0;-81;11
2.02_S;HFU Guest;74:83:C2:18:6C:B0;-81;11
2.02_S;HFU Guest;18:E8:29:ED:34:1B;-80;6
2.02_S;HFU Guest;18:E8:29:ED:34:1B;-79;6
2.02_S;HFU Guest;18:E8:29:EE:34:1B;-83;48
2.02_S;HFU Guest;18:E8:29:EE:34:1B;-83;48
2.02_S;eduroam;22:E8:29:ED:34:1B;-81;6
2.02_S;eduroam;22:E8:29:ED:34:1B;-79;6
2.02_S;eduroam;7E:83:C2:18:6C:70;-89;1
2.02_S;eduroam;7E:83:C2:18:6C:70;-89;1
2.02_S;eduroam;22:E8:29:EE:34:1B;-83;48
2.02_S;eduroam;22:E8:29:EE:34:1B;-84;48
2.02_S;HFU Open;26:E8:29:ED:30:6E;-76;11
2.02_S;HFU Open;26:E8:29:ED:30:6E;-76;11
2.02_S;eduroam;E2:63:DA:A1:57:07;-89;1
2.02_S;eduroam;E2:63:DA:A1:57:07;-89;1
2.02_S;HFU Open;26:E8:29:EE:30:6E;-82;36
2.02_S;HFU Open;26:E8:29:EE:30:6E;-83;36
2.02_S;HFU Guest;18:E8:29:EE:2E:85;-88;36
2.02_S;HFU Guest;74:83:C2:18:6C:AF;-91;48
2.02_S;HFU Guest;74:83:C2:18:6C:AF;-87;48
2.02_S;eduroam;7E:83:C2:18:6F:EF;-80;44
2.02_S;eduroam;7E:83:C2:18:6F:EF;-81;44
2.02_S;HFU Guest;74:83:C2:18:72:63;-86;40
2.02_S;HFU Guest;74:83:C2:18:72:63;-88;40
2.02_S;HFU Guest;74:83:C2:18:6D:24;-87;1
2.02_S;HFU Guest;74:83:C2:18:6D:24;-87;1
2.02_S;HFU Guest;78:8A:20:0A:F2:63;-86;11
2.02_S;HFU Guest;78:8A:20:0A:F2:63;-86;11
2.02_S;HFU Guest;74:83:C2:75:65:4D;-92;36
2.02_S;HFU Guest;74:83:C2:75:65:4D;-92;36
2.02_S;HFU Guest;74:83:C2:18:6F:F0;-65;1
2.02_S;HFU Guest;74:83:C2:18:6F:F0;-67;1
2.02_S;eduroam;22:E8:29:EE:2E:85;-88;36
2.02_S;HFU Open;82:83:C2:18:6E:93;-87;44
2.02_S;HFU Guest;18:E8:29:ED:2F:EA;-83;6
2.02_S;HFU Guest;18:E8:29:ED:2F:EA;-83;6
2.02_S;HFU Open;26:E8:29:ED:30:A7;-83;1
2.02_S;HFU Open;26:E8:29:ED:30:A7;-83;1
2.02_S;HFU Guest;18:E8:29:EE:2F:EA;-84;48
2.02_S;HFU Guest;18:E8:29:EE:2F:EA;-82;48
2.02_S;HFU Guest;18:E8:29:ED:04:5B;-83;1
2.02_S;HFU Guest;18:E8:29:ED:04:5B;-83;1
2.02_S;HFU Guest;18:E8:29:ED:32:54;-84;6
2.02_S;HFU Guest;18:E8:29:ED:32:54;-81;6
2.02_S;HFU Open;26:E8:29:EE:30:A7;-79;40
2.02_S;HFU Open;26:E8:29:EE:30:A7;-80;40
2.02_S;HFU Guest;18:E8:29:EE:04:5B;-86;40
2.02_S;HFU Guest;18:E8:29:EE:04:5B;-86;40
2.02_S;eduroam;E2:63:DA:A1:57:08;-89;48
2.02_S;HFU Guest;74:83:C2:18:6F:EF;-81;44
2.02_S;HFU Guest;74:83:C2:18:6F:EF;-81;44
2.02_S;eduroam;22:E8:29:ED:2F:EA;-81;6
2.02_S;eduroam;22:E8:29:ED:2F:EA;-82;6
2.02_S;eduroam;22:E8:29:ED:04:5B;-79;1
2.02_S;eduroam;22:E8:29:ED:04:5B;-79;1
2.02_S;eduroam;22:E8:29:ED:32:54;-82;6
2.02_S;eduroam;22:E8:29:ED:32:54;-81;6
2.02_S;eduroam;22:E8:29:EE:2F:EA;-82;48
2.02_S;eduroam;22:E8:29:EE:2F:EA;-83;48
2.02_S;eduroam;22:E8:29:EE:04:5B;-86;40
2.02_S;eduroam;22:E8:29:EE:04:5B;-86;40
2.02_S;eduroam;22:E8:29:EE:32:54;-86;36
2.02_N;HFU Open;26:E8:29:ED:34:1B;-84;6
2.02_N;HFU Open;26:E8:29:ED:34:1B;-78;6
2.02_N;HFU Open;82:83:C2:18:6C:B0;-82;11
2.02_N;HFU Open;82:83:C2:18:6C:B0;-82;11
2.02_N;HFU Open;82:83:C2:18:6E:94;-81;11
2.02_N;HFU Open;82:83:C2:18:6E:94;-79;11
2.02_N;HFU Open;26:E8:29:EE:34:1B;-85;48
2.02_N;HFU Open;26:E8:29:EE:34:1B;-84;48
2.02_N;HFU Guest;18:E8:29:ED:30:6E;-78;11
2.02_N;HFU Guest;18:E8:29:ED:30:6E;-72;11
2.02_N;HFU Guest;B4:FB:E4:4D:13:20;-90;11
2.02_N;HFU Guest;B4:FB:E4:4D:13:20;-90;11
2.02_N;HFU Guest;18:E8:29:EE:30:6E;-77;36
2.02_N;HFU Guest;18:E8:29:EE:30:6E;-81;36
2.02_N;eduroam;22:E8:29:ED:30:6E;-77;11
2.02_N;eduroam;22:E8:29:ED:30:6E;-74;11
2.02_N;eduroam;22:E8:29:EE:30:6E;-77;36
2.02_N;eduroam;22:E8:29:EE:30:6E;-77;36
2.02_N;HFU Open;82:83:C2:18:6C:AF;-80;48
2.02_N;HFU Open;82:83:C2:18:6C:AF;-82;48
2.02_N;HFU Guest;E0:63:DA:81:57:08;-88;48
2.02_N;HFU Guest;E0:63:DA:81:57:08;-88;48
2.02_N;eduroam;7E:83:C2:18:6E:94;-81;11
2.02_N;eduroam;7E:83:C2:18:6E:94;-78;11
2.02_N;HFU Open;82:83:C2:18:6D:24;-85;1
2.02_N;HFU Open;82:83:C2:18:72:63;-88;40
2.02_N;HFU Open;82:83:C2:18:72:63;-92;40
2.02_N;HFU Open;86:8A:20:0A:F2:63;-82;11
2.02_N;eduroam;7E:83:C2:18:6C:B0;-82;11
2.02_N;eduroam;7E:83:C2:18:6C:B0;-82;11
2.02_N;HFU Guest;18:E8:29:ED:30:A7;-75;1
2.02_N;HFU Guest;18:E8:29:ED:30:A7;-71;1
2.02_N;HFU Open;82:83:C2:18:6F:F0;-69;1
2.02_N;HFU Open;82:83:C2:18:6F:F0;-70;1
2.02_N;HFU Open;E2:63:DA:B1:57:07;-88;1
2.02_N;HFU Open;E2:63:DA:B1:57:07;-88;1
2.02_N;HFU Guest;18:E8:29:EE:30:A7;-77;40
2.02_N;HFU Guest;18:E8:29:EE:30:A7;-76;40
2.02_N;HFU Open;26:E8:29:ED:2F:EA;-84;6
2.02_N;HFU Open;26:E8:29:ED:2F:EA;-84;6
2.02_N;eduroam;22:E8:29:ED:30:A7;-73;1
2.02_N;eduroam;22:E8:29:ED:30:A7;-71;1
2.02_N;HFU Open;26:E8:29:ED:32:54;-80;6
2.02_N;HFU Open;26:E8:29:ED:32:54;-80;6
2.02_N;HFU Open;26:E8:29:ED:04:5B;-83;1
2.02_N;HFU Open;26:E8:29:ED:04:5B;-83;1
2.02_N;HFU Open;26:E8:29:EE:2F:EA;-87;48
2.02_N;eduroam;22:E8:29:EE:30:A7;-78;40
2.02_N;eduroam;22:E8:29:EE:30:A7;-76;40
2.02_N;HFU Open;26:E8:29:EE:04:5B;-85;40
2.02_N;HFU Open;26:E8:29:EE:04:5B;-85;40
2.02_N;HFU Open;26:E8:29:EE:32:54;-88;36
2.02_N;HFU Open;26:E8:29:EE:32:54;-89;36
2.02_N;eduroam;7E:83:C2:18:6C:AF;-79;48
2.02_N;eduroam;7E:83:C2:18:6C:AF;-83;48
2.02_N;HFU Open;82:83:C2:18:6F:EF;-81;44
2.02_N;HFU Open;82:83:C2:18:6F:EF;-80;44
2.02_N;eduroam;7E:83:C2:18:72:63;-88;40
2.02_N;eduroam;7E:83:C2:18:72:63;-86;40
2.02_N;eduroam;7E:83:C2:18:6D:24;-90;1
2.02_N;eduroam;7E:83:C2:18:6D:24;-90;1
2.02_N;HFU Guest;74:83:C2:75:65:4C;-87;6
2.02_N;HFU Guest;74:83:C2:75:65:4C;-87;6
2.02_N;HFU Guest;74:83:C2:18:6C:B0;-81;11
2.02_N;HFU Guest;74:83:C2:18:6C:B0;-82;11
2.02_N;HFU Guest;18:E8:29:ED:34:1B;-84;6
2.02_N;HFU Guest;18:E8:29:ED:34:1B;-84;6
2.02_N;HFU Guest;74:83:C2:18:6E:94;-77;11
2.02_N;HFU Guest;74:83:C2:18:6E:94;-78;11
2.02_N;eduroam;7E:83:C2:18:6F:F0;-69;1
2.02_N;eduroam;7E:83:C2:18:6F:F0;-69;1
2.02_N;HFU Guest;18:E8:29:EE:34:1B;-87;48
2.02_N;HFU Guest;18:E8:29:EE:34:1B;-84;48
2.02_N;HFU Open;E2:63:DA:B1:57:08;-89;48
2.02_N;HFU Open;E2:63:DA:B1:57:08;-89;48
2.02_N;eduroam;22:E8:29:ED:34:1B;-83;6
2.02_N;eduroam;22:E8:29:ED:34:1B;-75;6
2.02_N;eduroam;22:E8:29:EE:34:1B;-84;48
2.02_N;eduroam;22:E8:29:EE:34:1B;-84;48
2.02_N;HFU Open;26:E8:29:ED:30:6E;-76;11
2.02_N;HFU Open;26:E8:29:ED:30:6E;-73;11
2.02_N;eduroam;E2:63:DA:A1:57:07;-84;1
2.02_N;eduroam;E2:63:DA:A1:57:07;-84;1
2.02_N;HFU Open;C2:FB:E4:4D:13:20;-88;11
2.02_N;HFU Open;C2:FB:E4:4D:13:20;-88;11
2.02_N;eduroam;7E:83:C2:18:6F:EF;-82;44
2.02_N;eduroam;7E:83:C2:18:6F:EF;-80;44
2.02_N;HFU Guest;74:83:C2:18:6C:AF;-81;48
2.02_N;HFU Guest;74:83:C2:18:6C:AF;-81;48
2.02_N;HFU Open;26:E8:29:EE:30:6E;-76;36
2.02_N;HFU Open;26:E8:29:EE:30:6E;-77;36
2.02_N;HFU Guest;74:83:C2:18:72:63;-89;40
2.02_N;HFU Guest;74:83:C2:18:72:63;-90;40
2.02_N;eduroam;BE:FB:E4:4D:13:20;-89;11
2.02_N;eduroam;BE:FB:E4:4D:13:20;-89;11
2.02_N;HFU Guest;74:83:C2:18:6D:24;-85;1
2.02_N;HFU Guest;78:8A:20:0A:F2:63;-87;11
2.02_N;HFU Guest;78:8A:20:0A:F2:63;-87;11
2.02_N;HFU Guest;74:83:C2:18:6F:F0;-69;1
2.02_N;HFU Guest;74:83:C2:18:6F:F0;-69;1
2.02_N;HFU Guest;18:E8:29:ED:2F:EA;-81;6
2.02_N;HFU Guest;18:E8:29:ED:2F:EA;-81;6
2.02_N;eduroam;82:8A:20:0A:F2:63;-84;11
2.02_N;eduroam;82:8A:20:0A:F2:63;-86;11
2.02_N;HFU Open;26:E8:29:ED:30:A7;-75;1
2.02_N;HFU Open;26:E8:29:ED:30:A7;-75;1
2.02_N;HFU Guest;18:E8:29:ED:32:54;-81;6
2.02_N;HFU Guest;18:E8:29:ED:32:54;-81;6
2.02_N;HFU Guest;18:E8:29:EE:2F:EA;-87;48
2.02_N;HFU Guest;18:E8:29:ED:04:5B;-86;1
2.02_N;HFU Open;26:E8:29:EE:30:A7;-79;40
2.02_N;HFU Open;26:E8:29:EE:30:A7;-77;40
2.02_N;HFU Guest;18:E8:29:EE:04:5B;-84;40
2.02_N;HFU Guest;18:E8:29:EE:04:5B;-84;40
2.02_N;eduroam;E2:63:DA:A1:57:08;-89;48
2.02_N;eduroam;E2:63:DA:A1:57:08;-89;48
2.02_N;eduroam;22:E8:29:ED:2F:EA;-81;6
2.02_N;eduroam;22:E8:29:ED:2F:EA;-81;6
2.02_N;HFU Guest;74:83:C2:18:6F:EF;-81;44
2.02_N;HFU Guest;74:83:C2:18:6F:EF;-79;44
2.02_N;eduroam;22:E8:29:ED:04:5B;-83;1
